user_id,total_orders,avg_days_between_orders,avg_shopping_hour,avg_products_per_order,department_diversity
403,33,11.0625,15.030303030303031,16.0,5
404,7,13.5,12.857142857142858,7.0,4
406,5,17.0,12.6,7.0,3
409,87,4.22093023255814,13.563218390804598,16.0,4
411,12,19.818181818181817,17.666666666666668,8.0,4
412,5,21.25,18.4,10.0,5
414,4,26.666666666666668,13.5,4.0,2
416,4,27.666666666666668,12.75,16.0,5
417,10,20.22222222222222,14.8,7.0,4
419,25,10.166666666666666,12.56,5.0,3
421,4,21.333333333333332,10.25,4.0,4
425,8,14.714285714285714,14.25,14.0,7
426,14,16.076923076923077,11.357142857142858,4.0,3
429,30,11.931034482758621,14.766666666666667,6.0,3
430,9,10.375,13.444444444444445,12.0,5
431,10,8.555555555555555,10.0,2.0,2
432,53,6.480769230769231,15.735849056603774,9.0,4
433,6,19.2,15.5,13.0,3
434,5,11.25,14.6,9.0,6
435,14,14.461538461538462,17.142857142857142,14.0,6
437,20,16.526315789473685,12.75,11.0,8
438,12,8.727272727272727,15.083333333333334,16.0,5
441,15,21.5,13.866666666666667,4.0,2
442,13,18.5,13.615384615384615,15.0,5
444,43,5.619047619047619,15.953488372093023,30.0,7
446,9,24.0,15.11111111111111,20.0,10
448,34,10.181818181818182,14.058823529411764,19.0,8
449,22,10.142857142857142,15.363636363636363,7.0,6
452,25,5.75,16.8,15.0,7
453,14,18.307692307692307,12.214285714285714,7.0,3
454,55,6.407407407407407,14.745454545454546,13.0,9
456,7,18.166666666666668,13.0,6.0,3
457,5,18.5,13.6,5.0,3
459,24,11.869565217391305,12.416666666666666,6.0,3
465,41,8.25,14.878048780487806,14.0,5
466,32,11.483870967741936,14.6875,34.0,10
468,7,27.166666666666668,14.857142857142858,5.0,3
469,9,23.25,13.222222222222221,5.0,4
470,17,7.5625,12.941176470588236,5.0,3
471,7,10.833333333333334,13.142857142857142,22.0,11
472,5,26.0,11.0,2.0,1
473,12,7.7272727272727275,10.083333333333334,29.0,10
475,29,9.464285714285714,9.758620689655173,4.0,3
476,17,16.0625,12.764705882352942,13.0,6
477,5,12.25,10.2,1.0,1
478,9,19.0,18.666666666666668,7.0,6
479,24,13.956521739130435,17.375,11.0,5
480,13,4.083333333333333,15.615384615384615,13.0,9
481,36,10.0,16.88888888888889,8.0,1
483,10,15.0,10.3,1.0,1
484,11,23.9,11.727272727272727,1.0,1
486,13,20.25,14.615384615384615,32.0,9
487,34,9.848484848484848,14.235294117647058,28.0,13
488,7,24.166666666666668,14.428571428571429,31.0,8
489,8,17.142857142857142,11.375,12.0,2
490,4,19.666666666666668,10.0,1.0,1
491,4,27.333333333333332,13.75,8.0,5
493,8,11.571428571428571,13.25,15.0,6
494,4,19.0,16.5,28.0,8
495,25,13.416666666666666,16.52,22.0,8
497,10,11.88888888888889,12.6,7.0,5
499,7,5.0,15.0,14.0,7
501,7,24.833333333333332,14.428571428571429,16.0,6
502,8,17.571428571428573,13.875,15.0,7
504,5,25.0,9.4,10.0,3
506,5,25.5,15.2,4.0,3
509,12,20.181818181818183,11.583333333333334,1.0,1
511,6,22.6,17.666666666666668,12.0,6
512,5,20.25,11.8,19.0,6
513,4,12.666666666666666,13.5,4.0,3
514,6,9.8,15.666666666666666,8.0,5
515,20,12.421052631578947,14.75,7.0,4
517,5,9.0,14.8,3.0,2
518,6,24.4,9.333333333333334,7.0,3
519,11,15.6,13.545454545454545,5.0,3
520,30,11.206896551724139,15.033333333333333,14.0,6
521,7,23.166666666666668,14.571428571428571,5.0,3
523,13,20.25,12.692307692307692,3.0,2
524,6,26.4,15.833333333333334,14.0,7
525,37,10.0,10.243243243243244,3.0,3
526,5,17.25,12.4,34.0,11
527,4,29.333333333333332,13.75,1.0,1
528,35,10.411764705882353,13.942857142857143,13.0,5
530,4,7.0,11.0,10.0,5
531,30,11.793103448275861,12.066666666666666,7.0,2
532,5,23.5,12.0,15.0,8
533,5,21.25,13.8,1.0,1
534,8,17.142857142857142,14.625,1.0,1
536,4,25.333333333333332,12.5,13.0,6
538,27,13.115384615384615,14.25925925925926,14.0,6
540,6,14.0,11.666666666666666,7.0,1
541,6,22.4,14.333333333333334,4.0,3
542,4,14.666666666666666,13.5,5.0,3
544,5,15.75,14.2,2.0,2
545,5,12.0,13.6,12.0,8
546,7,26.166666666666668,16.142857142857142,3.0,2
547,11,5.8,14.272727272727273,7.0,4
549,11,16.9,16.454545454545453,3.0,3
550,5,13.5,10.6,33.0,10
552,13,13.0,13.0,11.0,5
554,7,25.666666666666668,14.571428571428571,11.0,4
555,12,18.545454545454547,11.75,16.0,8
558,28,7.185185185185185,13.75,6.0,4
559,23,12.454545454545455,13.565217391304348,12.0,8
560,35,7.735294117647059,11.114285714285714,6.0,4
561,5,20.75,11.6,1.0,1
562,52,4.568627450980392,10.461538461538462,1.0,1
563,6,11.6,13.0,14.0,4
565,6,17.2,13.166666666666666,2.0,2
566,14,19.846153846153847,13.285714285714286,15.0,9
567,22,15.047619047619047,15.454545454545455,12.0,8
568,11,15.0,14.727272727272727,10.0,5
569,4,30.0,10.5,4.0,3
570,7,17.333333333333332,16.142857142857142,15.0,7
571,7,19.5,16.0,8.0,7
572,4,8.0,13.75,7.0,3
573,16,13.733333333333333,11.25,3.0,3
575,5,22.0,17.4,3.0,2
577,6,13.8,15.333333333333334,19.0,5
580,22,15.333333333333334,13.045454545454545,9.0,5
582,22,15.142857142857142,14.909090909090908,22.0,7
584,9,12.125,13.0,5.0,4
585,12,19.272727272727273,12.75,4.0,2
586,5,20.5,16.6,8.0,6
587,13,12.583333333333334,12.384615384615385,5.0,4
591,8,3.4285714285714284,10.375,4.0,2
592,5,21.25,13.2,6.0,5
593,18,16.352941176470587,13.944444444444445,2.0,1
594,6,28.2,12.5,1.0,1
595,8,24.428571428571427,13.625,10.0,5
597,8,23.0,14.25,13.0,8
599,33,5.40625,16.181818181818183,2.0,2
600,8,8.857142857142858,14.375,15.0,9
602,8,8.0,18.25,6.0,4
603,6,21.8,14.333333333333334,20.0,10
604,28,12.518518518518519,11.5,15.0,5
605,6,19.0,13.666666666666666,22.0,9
606,31,9.766666666666667,15.193548387096774,8.0,4
607,11,16.6,15.454545454545455,12.0,7
608,14,18.615384615384617,12.714285714285714,8.0,6
609,19,18.22222222222222,13.631578947368421,11.0,6
611,17,13.8125,16.11764705882353,10.0,7
612,40,8.76923076923077,12.25,9.0,3
614,4,26.666666666666668,15.25,7.0,2
616,29,10.964285714285714,13.96551724137931,12.0,7
617,11,7.1,16.636363636363637,5.0,3
619,5,23.0,11.0,1.0,1
620,6,29.6,15.833333333333334,2.0,2
623,12,19.363636363636363,9.166666666666666,23.0,6
625,4,17.666666666666668,11.0,22.0,6
626,95,2.74468085106383,12.736842105263158,8.0,5
628,4,26.333333333333332,16.5,9.0,4
632,6,16.0,16.666666666666668,3.0,3
634,12,13.363636363636363,14.083333333333334,6.0,4
636,22,12.952380952380953,11.954545454545455,2.0,2
637,18,13.588235294117647,11.61111111111111,11.0,6
638,21,14.2,13.761904761904763,8.0,6
639,4,13.0,20.25,5.0,4
641,30,8.206896551724139,15.1,8.0,3
644,4,6.333333333333333,14.5,5.0,4
646,57,6.482142857142857,9.719298245614034,6.0,3
647,10,13.0,16.2,12.0,5
648,5,24.0,14.2,14.0,5
649,46,8.066666666666666,13.891304347826088,19.0,10
650,10,16.0,11.2,18.0,7
655,79,4.67948717948718,15.430379746835444,3.0,3
657,31,9.333333333333334,16.193548387096776,5.0,4
667,76,4.493333333333333,13.56578947368421,19.0,9
669,29,8.107142857142858,10.551724137931034,5.0,5
670,6,19.6,14.0,19.0,9
671,9,25.125,17.333333333333332,32.0,10
672,19,14.38888888888889,12.526315789473685,19.0,7
674,5,7.5,12.8,22.0,5
676,12,21.818181818181817,14.916666666666666,3.0,2
677,6,20.6,12.5,1.0,1
680,7,19.5,17.285714285714285,4.0,2
682,20,12.736842105263158,13.6,9.0,2
684,27,7.1923076923076925,11.074074074074074,5.0,3
685,5,20.5,14.2,10.0,6
687,20,13.210526315789474,11.55,24.0,7
689,4,30.0,17.5,15.0,5
690,100,3.393939393939394,14.28,10.0,5
691,23,13.772727272727273,14.73913043478261,1.0,1
692,12,19.818181818181817,14.25,18.0,10
694,9,22.625,13.0,4.0,3
695,4,4.333333333333333,16.0,13.0,6
696,39,9.210526315789474,10.205128205128204,5.0,3
697,6,17.2,11.833333333333334,2.0,2
699,37,9.86111111111111,11.378378378378379,27.0,9
700,9,2.25,13.666666666666666,6.0,2
703,10,7.222222222222222,12.5,24.0,10
704,7,15.5,14.285714285714286,19.0,8
705,7,17.833333333333332,14.571428571428571,2.0,2
707,13,19.416666666666668,14.923076923076923,9.0,7
708,15,20.785714285714285,13.666666666666666,2.0,1
709,6,6.8,19.833333333333332,20.0,9
710,17,15.875,12.058823529411764,13.0,7
711,6,12.8,10.166666666666666,3.0,2
712,5,30.0,12.6,4.0,4
713,16,12.8,14.3125,11.0,4
714,16,17.133333333333333,13.0625,2.0,1
715,14,15.615384615384615,13.642857142857142,4.0,3
716,5,11.75,15.4,11.0,5
717,8,9.428571428571429,13.75,2.0,2
718,4,29.333333333333332,12.5,7.0,3
719,73,5.027777777777778,12.506849315068493,5.0,5
722,9,16.375,16.11111111111111,20.0,5
723,14,19.384615384615383,12.642857142857142,30.0,9
724,4,22.333333333333332,17.0,11.0,5
725,10,13.11111111111111,13.6,19.0,9
726,8,19.142857142857142,15.0,6.0,4
727,22,16.61904761904762,11.636363636363637,13.0,3
728,19,17.38888888888889,12.368421052631579,28.0,10
729,60,6.169491525423729,11.4,6.0,4
731,10,14.88888888888889,12.7,12.0,6
733,5,19.5,11.8,4.0,2
735,10,7.777777777777778,12.3,19.0,7
736,4,24.0,13.0,35.0,12
737,16,11.333333333333334,10.3125,3.0,3
741,30,7.827586206896552,15.933333333333334,8.0,5
742,14,18.076923076923077,13.357142857142858,4.0,3
743,6,16.0,15.166666666666666,4.0,2
746,9,16.0,18.333333333333332,1.0,1
748,4,14.666666666666666,15.75,11.0,5
749,10,11.777777777777779,13.3,14.0,6
750,4,22.0,14.75,3.0,1
751,7,29.666666666666668,11.285714285714286,4.0,3
753,4,30.0,12.75,9.0,4
754,14,20.53846153846154,9.714285714285714,3.0,3
755,13,10.416666666666666,10.846153846153847,10.0,5
756,22,8.952380952380953,13.0,20.0,5
757,6,15.2,15.333333333333334,5.0,3
759,4,25.333333333333332,14.0,5.0,3
760,5,11.0,10.2,3.0,2
761,9,18.875,12.88888888888889,20.0,5
765,6,21.4,18.666666666666668,3.0,2
767,32,7.67741935483871,17.0625,10.0,5
768,34,7.151515151515151,12.882352941176471,16.0,10
769,13,17.666666666666668,14.846153846153847,12.0,6
770,5,23.0,15.2,2.0,2
774,11,10.8,10.090909090909092,8.0,7
775,9,21.75,12.444444444444445,9.0,3
776,4,22.666666666666668,14.75,1.0,1
777,27,13.192307692307692,12.074074074074074,3.0,1
779,7,24.833333333333332,11.285714285714286,14.0,5
781,8,19.857142857142858,9.625,6.0,3
782,5,28.0,14.0,25.0,8
783,4,25.0,13.25,1.0,1
784,8,18.285714285714285,12.125,7.0,5
786,100,3.1818181818181817,13.24,10.0,4
788,4,27.666666666666668,15.25,6.0,3
789,12,24.727272727272727,10.75,10.0,4
790,5,11.75,16.8,5.0,4
792,9,8.75,13.222222222222221,11.0,6
795,13,18.333333333333332,13.923076923076923,5.0,5
796,8,16.428571428571427,14.375,8.0,6
797,19,17.555555555555557,14.473684210526315,11.0,7
799,16,7.0,15.9375,7.0,5
800,22,12.19047619047619,13.318181818181818,1.0,1
801,6,15.2,12.666666666666666,5.0,3
803,8,20.571428571428573,13.625,19.0,7
804,16,17.6,12.9375,6.0,3
805,5,30.0,13.6,17.0,6
808,4,20.333333333333332,15.0,2.0,2
809,22,6.857142857142857,15.090909090909092,19.0,8
814,4,18.666666666666668,10.75,4.0,2
816,5,22.0,13.0,36.0,10
818,70,5.188405797101449,14.128571428571428,6.0,4
820,5,17.75,12.6,14.0,5
821,4,14.333333333333334,14.5,13.0,6
822,4,22.333333333333332,17.5,17.0,9
824,22,14.666666666666666,12.136363636363637,5.0,3
829,4,12.333333333333334,12.25,2.0,2
831,20,15.68421052631579,14.35,8.0,6
833,12,21.181818181818183,13.916666666666666,15.0,6
835,5,23.25,12.6,5.0,2
836,14,17.46153846153846,16.857142857142858,2.0,1
838,24,12.130434782608695,12.791666666666666,6.0,5
839,27,11.192307692307692,14.333333333333334,27.0,9
840,10,19.666666666666668,15.6,7.0,4
841,16,19.0,12.1875,20.0,7
844,19,15.38888888888889,11.210526315789474,7.0,6
845,23,6.681818181818182,13.347826086956522,18.0,10
846,5,14.75,13.4,28.0,12
847,38,9.72972972972973,15.0,22.0,7
848,44,5.813953488372093,14.181818181818182,4.0,3
849,30,6.379310344827586,15.7,4.0,1
852,38,9.837837837837839,14.789473684210526,14.0,5
854,84,3.6265060240963853,13.047619047619047,7.0,3
855,16,18.133333333333333,14.125,13.0,7
856,5,16.5,13.0,9.0,4
857,47,7.586956521739131,12.851063829787234,14.0,9
859,8,7.714285714285714,13.625,18.0,11
863,11,20.7,14.818181818181818,50.0,12
864,30,10.068965517241379,14.4,7.0,4
865,4,20.333333333333332,11.5,3.0,1
866,23,16.045454545454547,13.91304347826087,24.0,9
867,6,26.8,15.5,9.0,6
868,86,4.294117647058823,12.732558139534884,5.0,4
871,8,28.428571428571427,17.875,1.0,1
872,5,25.0,19.6,14.0,7
873,9,8.375,9.444444444444445,23.0,8
874,14,8.076923076923077,16.214285714285715,10.0,5
875,5,8.75,13.8,4.0,4
879,57,6.357142857142857,12.421052631578947,5.0,5
880,50,3.2653061224489797,14.14,4.0,2
881,18,15.0,15.277777777777779,23.0,9
882,5,12.5,9.6,2.0,1
883,13,17.583333333333332,12.76923076923077,2.0,1
884,4,26.333333333333332,13.5,5.0,2
885,22,13.523809523809524,16.727272727272727,9.0,4
886,23,12.954545454545455,14.391304347826088,11.0,5
887,9,17.375,10.555555555555555,5.0,4
888,16,4.2,13.625,6.0,2
889,6,25.0,11.333333333333334,5.0,1
890,21,12.8,15.095238095238095,44.0,11
891,16,19.4,12.9375,22.0,8
892,13,6.916666666666667,17.076923076923077,6.0,5
895,6,20.0,12.5,4.0,2
897,5,19.5,11.8,13.0,6
898,53,6.403846153846154,13.037735849056604,3.0,2
899,11,2.6,15.727272727272727,13.0,6
900,8,12.0,9.75,32.0,12
901,5,20.25,15.6,5.0,5
905,5,14.0,14.6,6.0,6
906,5,26.0,11.4,10.0,5
907,24,9.91304347826087,12.291666666666666,14.0,8
909,4,14.0,13.5,1.0,1
913,28,13.333333333333334,13.607142857142858,4.0,3
915,10,19.11111111111111,13.8,20.0,5
916,7,23.0,13.0,6.0,5
917,26,7.04,14.807692307692308,28.0,11
919,11,17.5,12.363636363636363,15.0,7
920,5,11.75,11.2,1.0,1
921,13,21.416666666666668,13.153846153846153,8.0,5
922,4,26.333333333333332,13.5,9.0,5
923,13,13.333333333333334,15.0,4.0,3
925,4,10.666666666666666,11.0,6.0,4
928,9,15.75,17.11111111111111,2.0,2
929,4,7.666666666666667,15.25,8.0,6
930,5,20.25,18.4,2.0,2
932,32,10.387096774193548,16.84375,13.0,4
933,33,10.84375,13.969696969696969,16.0,7
934,6,24.0,11.666666666666666,1.0,1
935,19,15.222222222222221,12.473684210526315,15.0,6
936,7,27.666666666666668,13.285714285714286,5.0,3
937,11,14.6,14.090909090909092,11.0,4
938,15,21.857142857142858,14.733333333333333,4.0,4
939,7,22.666666666666668,14.857142857142858,5.0,3
940,8,17.714285714285715,11.625,23.0,9
941,10,6.888888888888889,14.1,11.0,4
943,4,18.666666666666668,10.5,2.0,2
944,4,11.666666666666666,13.5,8.0,5
946,19,18.944444444444443,17.526315789473685,14.0,6
947,40,9.102564102564102,13.925,5.0,4
948,10,19.0,16.3,5.0,3
949,9,17.625,14.444444444444445,1.0,1
950,16,17.533333333333335,10.5,8.0,4
951,4,25.0,16.75,15.0,8
952,4,21.333333333333332,12.25,3.0,2
953,10,15.88888888888889,11.7,6.0,4
954,12,18.454545454545453,12.916666666666666,8.0,4
956,12,19.363636363636363,13.416666666666666,6.0,4
957,33,5.6875,13.333333333333334,9.0,6
958,38,9.08108108108108,12.947368421052632,8.0,3
962,28,13.074074074074074,14.035714285714286,14.0,7
